Time,Acc_x,Acc_y,Acc_z
0.008301019668579102,-9.126696728515624,2.942473840332031,-0.7709329345703124
0.11616301536560059,-9.2320416015625,2.990357873535156,-0.7972691528320313
0.22385001182556152,-9.239224206542968,3.0023288818359375,-0.7230489013671875
0.3315300941467285,-9.205705383300781,2.990357873535156,-0.82360537109375
0.43921494483947754,-8.583212951660157,3.0621839233398433,-1.22583125
0.5519490242004395,-9.133879333496093,2.959233251953125,-0.7972691528320313
0.6648240089416504,-9.244012609863281,2.9281086303710935,-0.7900865478515624
0.777642011642456,-9.253589416503905,2.987963671875,-0.8714894042968749
0.8903698921203613,-9.794678991699218,2.9496564453125,-0.737414111328125
1.003227949142456,-9.217676391601563,2.9448680419921875,-0.7302315063476562
1.1162059307098389,-8.590395556640624,2.9448680419921875,-0.7230489013671875
1.2290399074554443,-9.217676391601563,2.9951462768554684,-0.7278373046875
1.3419198989868164,-9.162609753417968,2.9472622436523435,-0.6536170532226562
1.4546658992767334,-9.291896643066405,2.932897033691406,-0.7517793212890624
1.5673270225524902,-9.787496386718749,3.0262708984374997,-0.7613561279296874
1.6799180507659912,-9.22485899658203,2.9759926635742184,-0.8834604125976562
1.7922990322113037,-9.287108239746093,2.942473840332031,-0.8212111694335937
1.9045190811157227,-9.246406811523437,2.9735984619140625,-0.6703764648437499
2.0167760848999023,-9.787496386718749,2.9975404785156248,-0.7829039428710937
2.129077911376953,-9.22485899658203,2.9544448486328125,-0.7302315063476562
2.24149489402771,-9.198522778320312,2.9664158569335934,-0.7422025146484375
2.3539068698883057,-9.188945971679686,3.0502129150390624,-0.7326257080078125
2.466301918029785,-9.222464794921875,2.901772412109375,-0.679953271484375
2.578636884689331,-9.208099584960937,2.9544448486328125,-0.7661445312499999
2.6910109519958496,-9.220070593261719,2.9759926635742184,-0.7996633544921875
2.8035459518432617,-9.80665,2.971204260253906,-0.689530078125
2.9160420894622803,-9.229647399902344,2.942473840332031,-0.6703764648437499
3.030174970626831,-9.203311181640624,2.9831752685546875,-0.8259995727539062
3.142720937728882,-9.222464794921875,2.96881005859375,-0.7278373046875
3.2551050186157227,-9.217676391601563,2.9544448486328125,-1.197100830078125
3.36741304397583,-9.246406811523437,2.91134921875,-0.7541735229492187
3.4797260761260986,-9.246406811523437,2.9975404785156248,-0.7948749511718749
3.592052936553955,-8.597578161621094,2.935291235351562,-0.7924807495117187
3.7043728828430176,-9.200916979980468,3.0621839233398433,-0.7685387329101562
3.8166980743408203,-9.181763366699219,3.038241906738281,-0.82360537109375
3.9290099143981934,-9.794678991699218,2.96881005859375,-0.842758984375
4.041334867477417,-9.270348828125,2.8898014038085935,-0.7350199096679687
4.153706073760986,-9.198522778320312,2.961627453613281,-0.7565677246093749
4.265884876251221,-9.188945971679686,3.0166940917968748,-0.7709329345703124
4.378025054931641,-9.205705383300781,2.987963671875,-0.7924807495117187
4.490499019622803,-8.616731774902343,2.9568390502929685,-0.6727706665039062
4.602874994277954,-6.773196496582031,3.0071172851562498,-3.1507693847656246
4.715630054473877,-9.528922607421874,2.1835119140624997,-0.2609679809570312
4.828410863876343,-8.564059338378906,3.2609026611328122,-2.693476867675781
4.941179037094116,-8.288726147460936,5.231330627441406,-0.105344873046875
5.053974866867065,-12.105083593749999,1.3814543579101561,0.13168109130859373
5.166779041290283,-9.074024291992187,1.838746875,0.0143652099609375
5.279541015625,-8.068459594726562,2.3774422485351563,0.20829554443359374
5.3922810554504395,-7.999027746582031,6.335057592773437,-2.403778466796875
5.504992961883545,-7.180210778808593,3.2321722412109373,-0.35673604736328124
5.617944955825806,0.0718260498046875,8.300697155761718,-3.574543078613281
5.7306969165802,0.39743747558593745,9.150638745117186,-3.5721488769531247
5.843424081802368,-1.9225439331054686,8.980650427246093,3.840299462890625
5.956178903579712,-2.461239306640625,2.133233679199219,7.989450939941406
6.068723917007446,-0.5267243652343749,-0.25139117431640623,8.542511523437499
6.181066036224365,-2.243366955566406,0.7158662963867187,6.303932971191406
6.293426036834717,-4.560954162597656,5.7077767578125,9.366116894531249
6.405786991119385,-3.5984850952148437,4.893748193359374,6.979097839355468
6.518151044845581,-4.024652990722656,3.825934252929687,8.662221606445312
6.630486965179443,-7.105990527343749,1.1133037719726562,6.610390783691406
6.742850065231323,-1.7980454467773437,-2.2673089721679687,6.959944226074218
6.855230093002319,-2.834734765625,-0.6679822631835937,7.414842541503906
6.967592000961304,2.2673089721679687,-5.415684155273437,3.3016040893554686
7.0799500942230225,3.5314474487304683,-1.2521674682617188,3.3399113159179685
7.192310094833374,-0.5339069702148437,1.20667763671875,6.347028601074219
7.304670095443726,-12.275071911621094,0.296881005859375,10.551246716308594
7.417026996612549,-7.108384729003906,3.1196447631835937,13.002909216308593
7.529448986053467,-7.773972790527344,14.211981054687499,12.466608044433594
7.641794919967651,-1.16837041015625,3.4763808105468748,-3.5098996337890624
7.754154920578003,0.4644751220703125,1.9752163696289062,0.5099649536132812
7.866597890853882,0.603338818359375,-0.07422025146484375,15.069105249023437
7.978955984115601,-7.019799267578125,-1.2952630981445312,2.7437551025390623
8.091304063796997,-4.678270043945313,0.03591302490234375,11.8369330078125
8.203754901885986,11.092336291503905,-74.81880187988281,-78.4532
8.316119909286499,1.5322890624999999,-0.8978256225585937,9.0021982421875
8.428548097610474,4.551377355957031,5.521029028320312,6.438008264160156
8.540924072265625,-6.904877587890625,-4.453215087890625,12.706028210449219
8.65364408493042,1.9752163696289062,-7.503428002929687,-3.308786694335937
8.766422986984253,7.783549597167968,-3.2824504760742186,-4.958391638183594
8.879226922988892,-0.5602431884765625,-6.823474731445312,4.223371728515625
8.992004871368408,0.8212111694335937,-6.873752966308594,3.3327287109375
9.10481309890747,4.046200805664062,-6.361393811035156,11.6837041015625
9.217603921890259,2.3247698120117186,1.5801730957031248,0.5315127685546874
9.330358982086182,-0.9696516723632812,3.787627026367187,16.462530615234375
9.443172931671143,0.4285620971679687,3.6655227416992187,7.275978845214843
9.55595588684082,0.4261678955078125,8.59278975830078,9.342174877929686
9.668667078018188,-3.912125512695312,-0.1867477294921875,11.686098303222655
9.780982971191406,5.6574985229492185,-1.5275006591796874,-4.302380383300781
9.893332958221436,-1.6998831787109374,1.2018892333984375,8.865728747558594
10.005867958068848,1.5370774658203123,1.93451494140625,9.746794958496093
10.118566989898682,3.0550013183593747,1.0989385620117187,7.173028173828125
10.231096982955933,11.769895361328125,-8.930372192382812,-5.872976672363281
10.343453884124756,6.253654736328125,5.288791467285156,3.7038299682617186
10.456239938735962,0.51714755859375,-5.2433016357421875,6.737283471679687
10.569029092788696,0.02633621826171875,1.4053963745117186,5.992686755371094
10.681849956512451,-2.068590234375,-0.0430956298828125,6.303932971191406
10.794609069824219,1.7118541870117185,2.540247961425781,6.663063220214843
10.90737509727478,2.750937707519531,0.7158662963867187,5.585672473144531
11.02024507522583,-4.429273071289062,0.8283937744140625,9.866505041503906
11.132989883422852,-3.294421484375,1.7669208251953124,9.816226806640625
11.245770931243896,3.2034418212890623,0.1005564697265625,9.270348828125
11.358522891998291,-0.15562310791015624,0.4429273071289062,3.2513258544921873
11.471060037612915,6.9144543945312495,0.430956298828125,13.567940808105467
11.583389043807983,-3.1962592163085937,-1.93451494140625,12.51928048095703
11.695772886276245,0.7206546997070312,0.7422025146484375,14.865598107910156
11.808130025863647,1.5011644409179687,0.8882488159179687,6.60799658203125
11.920484066009521,1.465251416015625,1.9752163696289062,4.841075756835937
12.033164024353027,1.1707646118164061,6.021417175292968,14.865598107910156
12.145529985427856,-2.3